1,2,1.0
3,4,2.0
5,2,3.0
6,7,4.0
8,7,4.0
9,10,4.0
9,11,4.0
12,13,4.0
9,14,4.0
9,15,4.0
9,16,4.0
9,17,4.0
9,14,4.0
9,18,4.0
19,18,4.0
20,21,4.0
19,22,4.0
8,23,4.0
9,24,4.0
9,22,4.0
25,21,4.0
26,7,4.0
27,28,4.0
29,25,4.0
30,31,25.0
30,31,25.0
30,31,25.0
30,31,25.0
32,33,25.0
34,35,25.0
34,33,25.0
36,37,25.0
38,39,25.0
36,40,25.0
41,15,25.0
41,11,25.0
41,14,25.0
41,13,25.0
41,39,25.0
41,42,25.0
41,43,25.0
9,40,25.0
44,45,25.0
46,22,25.0
44,46,25.0
47,46,25.0
48,46,25.0
9,49,48.0
36,50,48.0
44,51,48.0
32,52,48.0
36,32,48.0
53,54,48.0
36,55,48.0
56,57,48.0
36,32,48.0
36,58,48.0
44,59,48.0
51,58,48.0
44,14,48.0
36,56,48.0
36,60,48.0
56,61,48.0
62,50,48.0
36,60,48.0
32,59,48.0
36,60,48.0
36,50,48.0
41,63,48.0
41,64,48.0
41,65,48.0
41,56,48.0
41,61,48.0
41,43,48.0
41,52,48.0
41,58,48.0
41,59,48.0
9,64,48.0
9,58,48.0
12,66,48.0
32,58,48.0
12,66,48.0
67,32,48.0
41,32,48.0
67,32,48.0
32,68,48.0
68,56,48.0
67,32,48.0
67,32,48.0
68,61,48.0
67,32,48.0
67,8,48.0
69,67,48.0
70,51,48.0
44,50,48.0
67,32,48.0
71,58,48.0
71,72,48.0
51,58,48.0
72,71,48.0
73,74,48.0
74,73,48.0
73,74,48.0
74,73,48.0
34,58,48.0
44,75,48.0
44,75,48.0
9,58,48.0
73,74,48.0
9,76,48.0
32,77,48.0
41,76,48.0
41,78,48.0
79,48,48.0
79,63,48.0
41,80,48.0
79,58,48.0
41,81,48.0
79,70,48.0
19,82,48.0
19,72,48.0
12,32,48.0
19,64,48.0
19,58,48.0
19,58,48.0
19,58,48.0
19,52,48.0
83,59,48.0
51,70,48.0
38,58,48.0
41,58,48.0
63,79,48.0
41,63,48.0
67,59,48.0
41,63,48.0
41,58,48.0
44,84,48.0
19,85,48.0
19,72,48.0
3,84,48.0
19,8,48.0
19,58,48.0
84,86,48.0
83,58,48.0
36,60,48.0
86,48,48.0
87,63,48.0
36,88,48.0
87,8,48.0
36,89,48.0
90,56,48.0
36,90,48.0
36,84,48.0
91,92,48.0
36,93,48.0
91,92,48.0
36,90,48.0
91,92,48.0
36,60,48.0
36,84,48.0
51,58,48.0
94,84,48.0
36,84,48.0
94,84,48.0
94,84,48.0
69,84,48.0
69,95,48.0
87,8,48.0
3,84,48.0
3,84,48.0
48,86,48.0
84,8,48.0
91,81,48.0
96,88,48.0
8,84,48.0
84,8,48.0
91,47,48.0
97,98,48.0
98,97,48.0
97,98,48.0
48,97,48.0
99,8,48.0
99,8,48.0
97,48,48.0
100,101,48.0
102,97,48.0
97,48,48.0
97,102,48.0
101,100,48.0
48,58,48.0
97,48,48.0
103,72,48.0
103,58,48.0
104,59,48.0
104,59,48.0
103,72,48.0
105,56,48.0
106,72,48.0
105,61,48.0
105,8,48.0
105,33,48.0
105,107,48.0
105,81,48.0
44,102,48.0
36,105,48.0
36,104,48.0
34,108,48.0
34,109,48.0
36,110,48.0
111,112,48.0
34,58,48.0
36,113,48.0
36,109,48.0
79,109,48.0
114,105,48.0
101,115,48.0
56,90,48.0
56,105,48.0
56,68,48.0
29,58,48.0
87,58,48.0
44,116,48.0
44,117,48.0
44,117,48.0
44,79,48.0
80,58,48.0
96,32,48.0
118,100,48.0
119,120,48.0
119,120,48.0
120,119,48.0
120,75,48.0
119,120,48.0
120,119,48.0
119,58,48.0
74,73,48.0
118,120,48.0
121,108,48.0
72,106,48.0
44,92,48.0
26,122,48.0
44,79,48.0
1,123,48.0
96,124,48.0
125,126,48.0
36,104,246.0
44,79,246.0
44,79,246.0
36,124,246.0
36,127,246.0
36,128,246.0
44,79,246.0
44,129,246.0
44,116,246.0
9,120,246.0
79,58,246.0
36,109,246.0
124,109,246.0
36,109,246.0
124,61,246.0
124,72,246.0
36,109,246.0
36,112,246.0
124,85,246.0
85,124,246.0
32,130,246.0
36,112,246.0
124,85,246.0
72,124,246.0
124,8,246.0
131,30,246.0
99,126,246.0
103,72,246.0
103,72,246.0
103,63,246.0
103,117,246.0
103,72,246.0
131,30,246.0
69,95,246.0
69,124,246.0
69,79,246.0
132,30,246.0
36,99,246.0
36,133,246.0
36,60,246.0
36,134,246.0
36,133,246.0
36,81,246.0
103,72,246.0
103,135,246.0
133,135,246.0
135,133,246.0
36,133,246.0
103,135,246.0
19,52,246.0
133,135,246.0
103,135,246.0
103,135,246.0
135,133,246.0
133,135,246.0
36,133,246.0
36,133,246.0
36,133,246.0
9,109,246.0
9,109,246.0
62,136,246.0
96,32,246.0
137,138,246.0
96,137,246.0
19,120,246.0
44,90,246.0
96,137,246.0
137,138,246.0
19,139,246.0
44,60,246.0
44,88,246.0
44,102,246.0
44,90,246.0
19,111,246.0
44,90,246.0
9,32,246.0
44,90,246.0
44,90,246.0
103,63,246.0
103,72,246.0
38,86,246.0
140,105,246.0
103,72,246.0
38,86,246.0
38,101,246.0
38,101,246.0
38,101,246.0
103,101,246.0
38,101,246.0
103,101,246.0
38,61,246.0
75,120,246.0
38,81,246.0
44,141,246.0
44,141,246.0
44,74,246.0
44,127,246.0
124,135,246.0
140,124,246.0
19,82,246.0
19,82,246.0
19,82,246.0
105,56,246.0
19,82,246.0
124,135,246.0
105,58,246.0
105,63,246.0
19,82,246.0
105,61,246.0
105,135,246.0
124,135,246.0
71,72,246.0
135,124,246.0
9,32,246.0
63,105,246.0
72,71,246.0
142,58,246.0
124,135,246.0
124,135,246.0
143,32,246.0
144,99,246.0
144,105,246.0
144,121,246.0
9,109,246.0
103,109,246.0
103,63,246.0
103,63,246.0
103,109,246.0
48,81,246.0
95,81,246.0
145,48,246.0
95,63,246.0
145,95,246.0
95,109,246.0
145,95,246.0
145,48,246.0
145,95,246.0
145,48,246.0
145,48,246.0
95,109,246.0
96,48,246.0
95,109,246.0
96,95,246.0
96,95,246.0
96,48,246.0
96,95,246.0
105,144,246.0
105,63,246.0
6,146,246.0
44,60,246.0
44,105,246.0
63,95,246.0
44,32,246.0
114,105,246.0
34,109,246.0
36,105,246.0
36,109,246.0
36,147,246.0
44,32,246.0
19,120,246.0
9,136,246.0
9,148,246.0
9,149,246.0
9,150,246.0
9,151,246.0
9,152,246.0
9,153,246.0
9,58,246.0
9,58,246.0
9,135,246.0
9,22,246.0
9,8,246.0
9,154,246.0
9,121,246.0
1,135,246.0
3,155,246.0
36,109,246.0
3,155,246.0
30,132,246.0
3,58,246.0
68,56,246.0
36,156,246.0
131,30,246.0
101,51,246.0
101,34,246.0
9,8,246.0
36,73,246.0
96,95,246.0
9,76,246.0
9,8,246.0
9,157,246.0
19,158,246.0
9,58,246.0
9,32,246.0
44,129,440.0
105,135,440.0
105,129,440.0
44,129,440.0
44,129,440.0
44,129,440.0
51,101,440.0
1,159,440.0
44,74,440.0
44,129,440.0
160,72,440.0
129,8,440.0
36,147,440.0
36,109,440.0
36,105,440.0
36,129,440.0
9,8,440.0
34,101,440.0
161,162,440.0
163,72,440.0
32,164,440.0
58,8,440.0
32,58,440.0
41,76,440.0
41,120,440.0
41,132,440.0
41,165,440.0
41,166,440.0
41,157,440.0
41,167,440.0
41,168,440.0
41,169,440.0
41,134,440.0
56,68,440.0
41,56,440.0
56,154,440.0
56,170,440.0
56,171,440.0
56,172,440.0
103,101,440.0
51,157,440.0
32,130,440.0
8,58,440.0
8,164,440.0
103,63,440.0
103,173,440.0
67,154,440.0
32,26,440.0
96,163,440.0
9,58,440.0
41,56,440.0
9,20,440.0
9,165,440.0
9,61,440.0
103,109,440.0
32,155,440.0
32,109,440.0
32,174,440.0
175,50,440.0
103,85,440.0
124,109,440.0
164,8,440.0
103,63,440.0
38,128,440.0
103,63,440.0
103,63,440.0
19,109,440.0
103,63,440.0
103,63,440.0
161,164,440.0
161,164,440.0
38,109,440.0
41,63,440.0
103,63,440.0
176,63,440.0
41,63,440.0
176,63,440.0
41,63,440.0
161,63,440.0
103,63,440.0
41,63,440.0
176,63,440.0
41,63,440.0
161,63,440.0
103,63,440.0
32,164,440.0
176,63,440.0
41,63,440.0
176,63,440.0
41,63,440.0
161,63,440.0
103,63,440.0
41,177,440.0
41,177,440.0
164,178,440.0
164,177,440.0
32,175,440.0
32,177,440.0
176,63,440.0
164,179,440.0
41,63,440.0
32,179,440.0
41,63,440.0
41,63,440.0
41,63,440.0
41,63,440.0
161,63,440.0
96,164,440.0
41,63,440.0
41,177,440.0
41,177,440.0
41,63,440.0
41,177,440.0
41,63,440.0
161,63,440.0
32,177,440.0
41,177,440.0
32,177,440.0
41,177,440.0
41,63,440.0
41,180,440.0
32,177,440.0
41,63,440.0
161,63,440.0
41,177,440.0
41,180,440.0
177,32,440.0
41,63,440.0
41,177,440.0
180,177,440.0
180,177,440.0
180,181,440.0
41,177,440.0
180,182,440.0
41,180,440.0
41,90,440.0
41,63,440.0
32,177,440.0
41,180,440.0
41,63,440.0
41,177,440.0
177,180,440.0
177,180,440.0
177,32,440.0
41,180,440.0
41,177,440.0
41,180,440.0
32,177,440.0
41,63,440.0
183,184,440.0
41,63,440.0
177,32,440.0
32,177,440.0
41,177,440.0
177,32,440.0
175,32,440.0
32,177,440.0
32,175,440.0
41,168,440.0
175,32,440.0
41,168,440.0
41,177,440.0
177,32,440.0
63,174,440.0
174,63,440.0
63,174,440.0
174,63,440.0
41,168,440.0
41,177,440.0
32,175,440.0
63,174,440.0
174,63,440.0
41,168,440.0
9,32,440.0
41,177,440.0
63,174,440.0
32,177,440.0
175,32,440.0
32,175,440.0
41,168,440.0
41,177,440.0
41,168,440.0
41,168,440.0
63,155,440.0
174,63,440.0
41,177,440.0
177,32,440.0
41,168,440.0
175,32,440.0
63,174,440.0
174,63,440.0
63,174,440.0
41,168,440.0
41,177,440.0
41,177,440.0
32,175,440.0
41,177,440.0
175,32,440.0
175,32,440.0
32,175,440.0
41,177,440.0
41,168,440.0
174,63,440.0
63,174,440.0
41,168,440.0
41,168,440.0
41,177,440.0
41,168,440.0
41,177,440.0
174,63,440.0
63,174,440.0
41,168,440.0
41,177,440.0
41,177,440.0
41,177,440.0
41,177,440.0
9,32,440.0
41,177,440.0
41,185,440.0
41,168,440.0
185,147,440.0
185,32,440.0
41,185,440.0
41,177,440.0
32,185,440.0
186,185,440.0
